specObjID,bestobjid,oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,elliptical,spiral,other,u,g,r,i,z,petroRadErr_r
469516784379127808,587724197737988108,514.6118,127.4442,378.6296,539.7722,0.671999990940094,0.179000005125999,0.149000003933907,19.09201,18.28854,17.63556,17.14628,16.9118,0.04971272
469642128704694272,587724233173696667,86.19263,40.8306,118.7643,172.8076,0.166999995708466,0.832999996840954,0,19.32196,17.88173,17.02313,16.52545,16.20024,0.5368045
469642128704694272,587724233173696667,86.19263,40.8306,118.7643,172.8076,0.166999995708466,0.832999996840954,0,19.32196,17.88173,17.02313,16.52545,16.20024,0.5368045
470703432236296192,587724197737988108,465.2956,137.0993,376.7517,554.5264,0.671999990940094,0.179000005125999,0.149000003933907,19.09201,18.28854,17.63556,17.14628,16.9118,0.04971272
470708656040601600,587724197737988108,478.1935,136.7957,384.0335,541.9464,0.671999990940094,0.179000005125999,0.149000003933907,19.09201,18.28854,17.63556,17.14628,16.9118,0.04971272
471754290390657024,587724197739692219,426.7923,117.1494,342.9079,500.7032,0.532999992370605,0.299999997019768,0.166999995708466,19.73632,18.46833,17.71411,17.22349,16.94523,0.06959262
471754291330181120,587724197739692219,425.4578,120.7946,343.8495,517.1152,0.532999992370605,0.299999997019768,0.166999995708466,19.73632,18.46833,17.71411,17.22349,16.94523,0.06959262
471757315171706880,587724197739692219,446.2752,119.4361,350.8749,516.6125,0.532999992370605,0.299999997019768,0.166999995708466,19.73632,18.46833,17.71411,17.22349,16.94523,0.06959262
472961005391996928,587724198813434003,16.96602,59.3453,168.7832,317.9016,0.195999994874001,0.763000005856156,0.042000001296401,19.67913,18.07645,17.1866,16.68578,16.29673,0.2705902
478561093208270848,587724232642986191,269.0015,57.10336,162.3577,179.5005,0.768999993801117,0.156999997794628,0.0740000009536743,19.40293,18.12109,17.42004,17.0382,16.75841,0.1152075
478561093208270848,587724232642986191,269.0015,57.10336,162.3577,179.5005,0.768999993801117,0.156999997794628,0.0740000009536743,19.40293,18.12109,17.42004,17.0382,16.75841,0.1152075
