specObjID,bestobjid,oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,elliptical,spiral,other
1118142897774946304,587732578840543416,277.1758,184.7225,134.8054,671.7685,0.545000016689301,0.226999998092651,0.227999998256564
1945692257256499200,587736915687702726,139.9108,190.941,267.1786,846.9767,0.479999989271164,0.119999997317791,0.400000005960464
2188876194408065024,587739377239720059,283.4261,200.084,196.4415,724.9007,0.261000007390976,0.348000004887581,0.391000002622604
2423018578136557568,587739720303116413,75.45393,215.7657,330.4217,933.7794,0.137999996542931,0.309999994933605,0.552000008523464
527052580119930880,587727942952943700,260.4265,195.9709,145.7411,656.6451,0.439999997615814,0.159999996423721,0.400000013411045
1511116876149712896,587733441055883709,6.274795,30.4528,45.26498,122.8005,0.375,0.593999993056059,0.0309999994933605
1812803081490950144,588017704540569633,4842.749,1573.637,904.3576,5968.307,0.517000019550323,0.103000000119209,0.379000008106232
1812803081490950144,588017704540569633,4842.749,1573.637,904.3576,5968.307,0.517000019550323,0.103000000119209,0.379000008106232
1812803081490950144,588017704540569633,4842.749,1573.637,904.3576,5968.307,0.517000019550323,0.103000000119209,0.379000008106232
2055954586371385344,587730021715738749,165.6884,192.1248,216.7122,689.2275,0.634999990463257,0.223000008612871,0.14300000667572
751006060478752768,587727179000709233,27.32225,104.1675,264.0618,632.3737,0.709999978542328,0.258000001311302,0.0320000015199184
751006060478752768,587727179000709233,27.32225,104.1675,264.0618,632.3737,0.709999978542328,0.258000001311302,0.0320000015199184
2560410525003442176,587741532230123792,89.00524,129.0452,148.7584,488.3253,0.617999970912933,0.146999999880791,0.234999999403954
430124031451097088,587731185662558420,17.97526,89.49579,132.7497,385.1547,0.629999995231628,0.370000004768372,0
646350423799654400,587728879802712201,14.54569,85.35883,161.5409,384.8823,0.0799999982118607,0.919999971985817,0
646350423799654400,587728879802712201,14.54569,85.35883,161.5409,384.8823,0.0799999982118607,0.919999971985817,0
646350423799654400,587728879802712201,14.54569,85.35883,161.5409,384.8823,0.0799999982118607,0.919999971985817,0
646350423799654400,587728879802712201,14.54569,85.35883,161.5409,384.8823,0.0799999982118607,0.919999971985817,0
646350423799654400,587728879802712201,14.54569,85.35883,161.5409,384.8823,0.0799999982118607,0.919999971985817,0
646350423799654400,587728879802712201,14.54569,85.35883,161.5409,384.8823,0.0799999982118607,0.919999971985817,0
904205140439885824,588015509290025122,267.7786,171.1417,97.81223,591.4712,0.39300000667572,0.25,0.35699999332428
905307400880285696,587731512081842218,859.5756,293.0283,86.47327,907.9042,0.570999979972839,0.14299999922514,0.28600001335144
905307400880285696,587731512081842218,859.5756,293.0283,86.47327,907.9042,0.570999979972839,0.14299999922514,0.28600001335144
905307400880285696,587731512081842218,859.5756,293.0283,86.47327,907.9042,0.570999979972839,0.14299999922514,0.28600001335144
905307400880285696,587731512081842218,859.5756,293.0283,86.47327,907.9042,0.570999979972839,0.14299999922514,0.28600001335144
905307400880285696,587731512081842218,859.5756,293.0283,86.47327,907.9042,0.570999979972839,0.14299999922514,0.28600001335144
1156405075220916224,587730848501137816,2215.042,630.1336,198.4686,2251.288,0.455000013113022,0.181999996304512,0.364000000059605
1156405075220916224,587730848501137816,2215.042,630.1336,198.4686,2251.288,0.455000013113022,0.181999996304512,0.364000000059605
1156405075220916224,587730848501137816,2215.042,630.1336,198.4686,2251.288,0.455000013113022,0.181999996304512,0.364000000059605
1156405075220916224,587730848501137816,2215.042,630.1336,198.4686,2251.288,0.455000013113022,0.181999996304512,0.364000000059605
2218023972799277056,587738947218505822,427.1092,339.4035,289.9586,1304.896,0.60699999332428,0.125,0.26800000667572
3127773656860616704,587742577532469326,75.34945,146.7217,251.5337,732.874,0.188999995589256,0.513000011444092,0.297000002115965
306310228167649280,588848899365208223,2279.287,253.9654,235.2043,881.1028,0.414000004529953,0.310000002384186,0.274999998509884
306310228167649280,588848899365208223,2279.287,253.9654,235.2043,881.1028,0.414000004529953,0.310000002384186,0.274999998509884
306310228167649280,588848899365208223,2279.287,253.9654,235.2043,881.1028,0.414000004529953,0.310000002384186,0.274999998509884
576512187892262912,587728308030013586,41.99904,77.56339,90.03152,291.6844,0.25900000333786,0.25900000333786,0.481000006198883
588957835455391744,587726016685539439,10.43119,33.29221,47.17986,128.4105,0.580999970436096,0.193999998271465,0.226000007241964
826469117929220096,587730773338882558,232.514,167.535,119.0169,569.692,0.404000014066696,0.175999995321035,0.421000007539988
1362404628414621696,588297864177516670,42.63326,130.9256,368.4818,835.2715,0.479999989271164,0.199999995529652,0.319999992847443
1607843941141473280,587735661014614214,13.16234,51.71813,78.70241,231.7374,0.647000014781952,0.206000000238419,0.146999999880791
1610143844655982592,588016892786901096,2596.082,726.3731,172.7262,2270.982,0.50900000333786,0.192999999970198,0.298000007867813
1610143844655982592,588016892786901096,2596.082,726.3731,172.7262,2270.982,0.50900000333786,0.192999999970198,0.298000007867813
1610143844655982592,588016892786901096,2596.082,726.3731,172.7262,2270.982,0.50900000333786,0.192999999970198,0.298000007867813
2383563157172938752,587739379910377596,70.68658,90.41992,108.706,369.9439,0.393999993801117,0.45499999076128,0.151999995112419
2383563157172938752,587739379910377596,70.68658,90.41992,108.706,369.9439,0.393999993801117,0.45499999076128,0.151999995112419
